id,score
7171737d49b143d1b38883a39e4a5730,603
3af0a449d5424488912e8fb2bf4b9faa,544
eb2cf02e0d5c4d1294dd73e776dbb441,677
9c0f780ecb254670a11aa9e3f10777c5,680
d794eed46c1e44f785a575f18b3023a5,661
18f6a7d824a1421b9da3e5f10854c3df,624
e7b63888a36f499a88811c0936bb12df,636
f995ef4d96fc426191a104421b0f5b20,573
11a3ce45ce234f7db4e91e5f152dc8b8,677
86ebeac087284c87bbcb1281d95ef9eb,589
195ada20e0644bbaa9590b6f2970eaea,649
63d788ea10244942bf7130f63ae78a90,569
4207accd0d9d42d1a990c1b2f3f95c88,645
a3b53661c96c46f6844ac30ca90b76ff,548
a6446d00741343ee92036cd373217655,650
8fb6014618ed48299a2a22648c26b953,620
f3932aec4f7d4b7a8e6b1d186e5a2faa,619
bd4a59e1eabd4b93b63021e6142ae363,652
560d3f89a6614916b6fa0894529cc0ce,647
6225520b8576493d9297d9016dd3b784,590
f73e28d9908e4e28b32521907e3c9b24,541
d5aef6475c4a4a658449895f927e3668,676
6451cc8b7808485295c092f3f6ab96a3,595
4ca166b893d6439da100dbc57c18e5af,593
7742bc4d80c9496bb61df6c638d22594,612
67b7865d70d745eb9d4f43aff3d85e64,648
f0960e3c59cb4f52ac87d79fc4ed3057,672
34f8907caeee48dabb52e28446ffcaf8,644
13095bc658e741eaad99eff134940d2d,603
90ebfc21c6f94c299999a5e0a1ad03de,612
303385252eaf4f2f85c2c6cb95ea218f,673
93a654d8091a40428e7840cf4cf70dc8,649
2a9953b7f68e4f48826f09cd84af138b,637
913476f69a5c4d5bb264134db24eab77,642
e98037a7dcee452ca3e0f504370f0dfd,612
c55dad3891f7454fa3052100e87022c6,641
fe826ff47786453bb9a1a91c2193bac8,567
6ed2aa33142f4b469ae743956ff10351,619
a8969b8132b94ce8adedcab65ed4b0ae,633
1780d8534c844b84b27064adfd795bf4,573
88a996c108b8435785ff14859566a029,627
fc9eae265e1d4cfda372313931660ee2,644
8fcc5931bb97412eb32cca5da79a742f,668
0a7d03c822df4c19a8da7244058402c0,633
7451510dd1e8494299fc8a42c345f8dc,601
527e1de68544436fb6648a4326452bba,608
a385a1fdf2774ddd9cb1109db74ffcf9,674
e82e16b7bdd74bad86b66383ccc2b092,637
ab4fec828a354b198a5f33754af8cf5c,610
9f07122012a7486eb1cec22bda91fae0,599
389e5b9c03884b898890867000b57ddd,645
28ca9a98ac3b4c4e91e00778a5e8ed19,568
e61133453a774378a9e8a01162f3062c,617
408b7be6a8fa49359b7fa488f09e38b4,618
82cff20087a64d59bdc28dbda71d113d,634
32eae0657e374280995b56d79987b546,560
e5feff35697a4f3c8c57f2f203f155b9,610
018e8986c57a4f879bda468ab16a6273,647
16d50df840e949a89d853f8d2900adcd,620
00a2ffc4a86549609dc66e7ef7c624fa,639
bbd066daca8945b1845c04c24a2ba789,608
a3de9c75ab5c42518ac641e1f8a6cdb4,652
dff7278c8e614db08838c71db9d8efb8,643
470203b7f15340b4972e344d020044b2,645
b6ad7b96859846259206607333eefde7,549
87390c76d06e4e4e84b69b1028b43c32,616
2ff0f193260b4f1997fad232867b1cf1,608
00429bc9c9b44130afdf4f39ba072286,509
fb79dd440b824be1b94c9a5a22c14271,651
cfeca03e2b6f46a7be859ed9ec1bf612,615
ca69e7a2900b447a8b80881190bc8998,623
3cdaae87a0d3438aa0a361afa37193a2,632
e52e72e456d74829b487835bed4180dc,619
b89dd9daa22f487f8a1c5aeed6e7361b,631
9bf0638021c04e629888f53c60d869ba,601
4859a219f61a4f2ab700eac18a9a3b3a,526
7fe4642addf94320a7486a0f255f22d0,631
a407ebb03eec4c849ee071fdf86e2c99,633
ad06d2acf7b24046a8c6028124940ae7,615
b1d1f8200cf747428bf70c92f282dd24,630
97436985e7e94290b560a3443f3bb9b7,576
88a73e385e174bf18d7aa1650488e215,638
35dc2690126e49658544116fa5f7726d,619
c56606b10f0849259b84baed6c8cb2dd,623
1f3d3e1cbde24e41be55a80abe3897f8,590
6304e9fcbbd04a79a85ff208f8390235,648
c99998fe35474ea188b851b4ac258773,544
41e217b90682435fb29d2333bd6fa2d9,647
fee99f5580484fddb0d8131a8dde654f,650
c7133548b01c42b7896eac611b6aa620,642
07fb33a6f88440aeaa92b6b194f839e0,608
c6bab06bb48347c0af7f840a32b0aa93,642
d6f444edd1f049a6b162d22c2281cbf6,668
4d0dbac4d2284aa983ed43d85eb6d270,591
b1a25080909645858492a9346ff3045f,598
b0e796e2e3da403f951b544a8d37db85,572
fcbcb8c2a68d4b3497dc0ae17d41489a,549
112d4b57e6074970a14696b50d4a79e1,643
494bfe1903454660a90575e759a75797,565
197e8e90f6ab4d0abef847c8b4df59e6,658
cfb69bba69204a558fc0d5bc8c044c38,566
9c11ef95334a4420879639dda250a37f,641
086956ef8caf45d690da71062aaa24e0,581
23bb16a284eb40b682c19fb6af8e9032,548
093b99c1e91b42e682ecf49c15b4a222,676
5a25107e4b554995ac05d1909e7f37df,637
20f84ced5c3e4b429f7b7f2120f63ed4,652
f1f5ffb6044d472fbf0d999e9ededb32,640
44b87a59f55d4504be2e6bff19a143bb,619
0f84fb843c614e83b0f9d447dd5a4a13,573
